Gender,Dependent_Count,Marital_Status,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Amt_Chng_Q4_Q1,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Attrition_Flag
F,2,Married,Blue,2,2,2,0.767,85,0.545,Existing Customer
F,3,Single,Blue,2,1,2,0.779,86,0.686,Existing Customer
F,4,Married,Blue,1,1,2,0.765,97,0.54,Existing Customer
M,2,Married,Blue,2,2,3,0.715,89,0.679,Existing Customer
F,1,Married,Blue,2,2,1,0.819,72,0.714,Existing Customer
M,3,Divorced,Silver,2,1,3,0.728,91,0.625,Existing Customer
M,1,Single,Blue,5,3,3,0.933,59,0.372,Attrited Customer
M,2,Single,Blue,2,2,2,1.058,53,0.395,Attrited Customer
M,2,Divorced,Silver,5,2,3,0.965,63,0.465,Attrited Customer
F,5,Married,Gold,1,2,2,0.709,84,0.527,Existing Customer
M,4,Single,Blue,1,1,3,0.753,79,0.681,Existing Customer
M,1,Single,Blue,1,2,3,0.837,81,0.688,Existing Customer
F,3,Married,Blue,1,1,1,1.018,84,0.647,Existing Customer
M,5,Married,Gold,1,2,2,0.796,81,0.62,Existing Customer
M,1,Single,Blue,4,2,2,0.955,49,0.485,Attrited Customer
M,1,Single,Blue,1,1,2,0.651,86,0.536,Existing Customer
M,3,Single,Blue,1,2,3,0.632,86,0.564,Existing Customer
M,4,Married,Gold,1,1,1,0.768,94,0.469,Existing Customer
M,4,Single,Blue,1,1,3,0.661,82,0.745,Existing Customer
F,5,Married,Blue,2,1,3,0.823,88,0.76,Existing Customer
M,3,Unknown,Blue,1,2,3,0.92,81,0.723,Existing Customer
F,1,Single,Blue,2,3,3,0.67,100,0.449,Existing Customer
M,1,Married,Blue,2,2,3,0.734,84,0.585,Existing Customer
M,4,Single,Platinum,2,2,1,0.732,95,0.532,Existing Customer
F,2,Married,Blue,1,3,2,0.666,96,0.524,Existing Customer
M,3,Single,Blue,2,2,1,0.8,84,0.787,Existing Customer
M,1,Married,Blue,2,3,3,0.611,72,0.895,Existing Customer
F,2,Single,Blue,1,2,3,0.786,79,0.549,Existing Customer
M,4,Single,Blue,1,3,1,0.738,94,0.709,Existing Customer
F,2,Single,Blue,2,3,3,1.057,53,0.559,Attrited Customer
F,1,Married,Gold,2,3,1,0.705,100,0.562,Existing Customer
M,2,Single,Blue,2,1,2,1.056,53,0.395,Attrited Customer
M,2,Married,Blue,1,1,1,0.676,88,0.571,Existing Customer
F,0,Married,Silver,1,1,3,0.88,89,0.561,Existing Customer
M,4,Married,Blue,2,1,3,0.693,87,0.611,Existing Customer
M,4,Married,Blue,1,2,2,0.878,102,0.569,Existing Customer
F,3,Single,Blue,1,2,1,0.729,87,0.554,Existing Customer
M,4,Single,Silver,2,3,3,1.02,49,0.581,Attrited Customer
M,4,Married,Blue,1,2,3,0.754,81,0.588,Existing Customer
M,3,Divorced,Blue,2,3,2,0.777,84,0.527,Existing Customer
M,0,Single,Blue,2,1,3,0.785,98,0.815,Existing Customer
M,2,Single,Blue,2,2,2,0.657,82,0.708,Existing Customer
M,1,Single,Blue,1,3,2,0.917,96,0.548,Existing Customer
F,3,Single,Blue,1,3,2,0.661,101,0.603,Existing Customer
M,1,Single,Silver,2,2,2,0.796,86,0.654,Existing Customer
M,2,Single,Gold,2,3,1,0.698,80,0.86,Existing Customer
M,3,Single,Blue,2,2,1,0.626,90,0.429,Existing Customer
M,2,Married,Blue,2,5,1,0.694,97,0.59,Existing Customer
M,4,Single,Silver,2,2,2,0.622,99,0.435,Existing Customer
M,2,Single,Blue,1,6,3,0.654,93,0.722,Existing Customer
F,2,Single,Blue,2,1,2,0.722,85,0.491,Existing Customer
M,1,Married,Blue,2,3,2,0.623,95,0.583,Existing Customer
M,4,Single,Silver,1,1,2,0.715,99,0.5,Existing Customer
F,2,Single,Blue,1,2,3,0.753,101,0.629,Existing Customer
M,4,Single,Blue,4,3,6,1.028,65,0.548,Attrited Customer
M,3,Divorced,Silver,2,3,3,0.865,90,0.579,Existing Customer
M,3,Single,Blue,2,2,2,0.831,85,0.545,Existing Customer
F,3,Unknown,Blue,1,1,1,0.765,91,0.596,Existing Customer
M,1,Single,Gold,1,1,2,0.767,90,0.552,Existing Customer
F,4,Married,Blue,1,2,1,0.692,84,0.68,Existing Customer
M,0,Married,Silver,2,1,2,0.864,97,0.702,Existing Customer
M,2,Single,Blue,2,3,2,0.713,90,0.607,Existing Customer
M,1,Unknown,Blue,2,3,3,1.031,50,0.351,Attrited Customer
M,2,Married,Blue,1,2,3,0.683,93,0.576,Existing Customer
M,1,Unknown,Blue,1,2,2,0.609,93,0.661,Existing Customer
M,3,Divorced,Blue,1,2,1,0.953,85,0.7,Existing Customer
M,2,Divorced,Blue,5,3,2,1.059,63,0.465,Attrited Customer
M,2,Single,Blue,2,2,1,0.716,101,0.656,Existing Customer
F,4,Single,Blue,2,1,2,0.935,92,0.586,Existing Customer
M,3,Single,Blue,2,2,2,0.611,106,0.472,Existing Customer
F,3,Married,Blue,2,1,1,0.752,93,0.691,Existing Customer
M,3,Married,Blue,2,1,2,0.8,92,0.704,Existing Customer
M,3,Single,Blue,1,1,1,0.711,103,0.515,Existing Customer
M,4,Married,Blue,1,1,1,0.62,74,0.644,Existing Customer
F,3,Married,Blue,2,3,3,0.617,95,0.532,Existing Customer
F,2,Single,Silver,2,2,3,0.846,98,0.75,Existing Customer
F,2,Married,Blue,2,2,3,0.724,90,0.5,Existing Customer
M,2,Married,Blue,1,3,1,0.764,82,0.64,Existing Customer
M,2,Married,Blue,2,2,2,0.969,48,0.6,Attrited Customer
F,1,Married,Blue,1,1,3,0.882,102,0.478,Existing Customer
F,2,Divorced,Blue,1,2,1,0.674,89,0.508,Existing Customer
M,0,Divorced,Blue,1,3,3,0.74,92,0.704,Existing Customer
F,3,Single,Blue,2,1,2,0.712,109,0.535,Existing Customer
F,2,Single,Blue,2,1,1,0.776,94,0.469,Existing Customer
F,4,Divorced,Blue,2,3,2,0.861,91,0.685,Existing Customer
F,3,Single,Silver,1,5,2,0.918,50,0.316,Attrited Customer
F,1,Married,Blue,2,1,3,0.907,88,0.725,Existing Customer
M,1,Unknown,Blue,2,3,4,1.043,54,0.459,Attrited Customer
M,2,Married,Blue,1,2,2,0.741,87,0.611,Existing Customer
M,5,Single,Blue,1,2,1,0.67,91,0.655,Existing Customer
M,1,Single,Blue,1,1,3,0.801,102,0.7,Existing Customer
M,3,Unknown,Blue,2,2,3,0.779,93,0.55,Existing Customer
M,1,Married,Silver,2,1,3,0.771,84,0.68,Existing Customer
M,2,Divorced,Blue,4,3,3,0.89,63,0.37,Attrited Customer
M,1,Married,Blue,2,1,3,1.098,118,0.815,Existing Customer
F,2,Single,Blue,1,2,2,0.727,98,0.531,Existing Customer
M,2,Divorced,Blue,1,3,1,0.955,99,0.623,Existing Customer
F,3,Married,Blue,2,2,1,0.608,90,0.5,Existing Customer
F,5,Single,Blue,2,3,3,0.823,90,0.915,Existing Customer
M,3,Single,Silver,2,2,3,0.858,86,0.593,Existing Customer
M,3,Single,Blue,1,2,1,0.627,89,0.589,Existing Customer
M,5,Single,Blue,1,1,3,0.839,93,0.898,Existing Customer
M,4,Married,Gold,1,6,1,0.72,100,0.562,Existing Customer
M,2,Single,Blue,2,1,3,0.824,97,0.764,Existing Customer
M,5,Married,Blue,1,1,3,0.862,98,0.556,Existing Customer
M,4,Unknown,Silver,1,1,2,0.73,98,0.75,Existing Customer
M,2,Single,Blue,2,3,1,0.745,77,0.878,Existing Customer
M,1,Unknown,Blue,1,1,3,0.854,98,0.782,Existing Customer
M,3,Unknown,Blue,1,2,3,0.88,79,0.837,Existing Customer
F,5,Married,Blue,2,3,1,0.771,92,0.878,Existing Customer
F,4,Divorced,Blue,2,6,1,0.742,93,0.409,Existing Customer
M,3,Married,Blue,1,1,2,0.769,91,0.542,Existing Customer
M,2,Single,Blue,1,1,1,0.75,92,0.559,Existing Customer
M,3,Single,Gold,2,3,3,0.703,87,0.582,Existing Customer
M,3,Single,Blue,2,1,2,0.805,105,0.75,Existing Customer
M,0,Single,Blue,1,3,1,0.747,89,0.648,Existing Customer
F,2,Unknown,Blue,2,2,6,1.029,50,0.389,Attrited Customer
M,1,Married,Blue,2,2,2,0.852,88,0.571,Existing Customer
F,3,Married,Silver,4,3,1,1.039,54,0.742,Attrited Customer
M,4,Unknown,Silver,2,1,2,0.84,106,0.797,Existing Customer
M,3,Married,Blue,2,5,1,0.831,99,0.707,Existing Customer
M,2,Single,Blue,2,3,3,0.718,94,0.469,Existing Customer
F,1,Single,Blue,1,3,1,0.745,88,0.66,Existing Customer
F,4,Unknown,Blue,2,1,2,0.625,97,0.672,Existing Customer
M,3,Married,Blue,1,1,3,0.649,83,0.694,Existing Customer
M,3,Single,Blue,2,2,2,1.017,40,0.379,Attrited Customer
M,4,Single,Blue,2,3,2,0.712,94,0.843,Existing Customer
F,2,Married,Blue,1,3,2,0.666,101,0.906,Existing Customer
F,4,Divorced,Blue,2,2,1,0.675,100,0.515,Existing Customer
F,3,Single,Blue,1,2,3,0.718,102,0.759,Existing Customer
M,3,Married,Silver,1,3,1,0.74,100,0.695,Existing Customer
M,2,Married,Blue,1,3,1,0.667,84,0.585,Existing Customer
F,4,Married,Blue,1,1,1,0.841,73,0.698,Existing Customer
M,2,Married,Silver,1,1,2,0.705,98,0.849,Existing Customer
F,3,Married,Blue,1,4,2,1.036,63,0.853,Attrited Customer
F,2,Single,Gold,1,3,3,0.807,91,0.685,Existing Customer
F,4,Married,Blue,2,3,2,1.058,56,0.806,Attrited Customer
F,2,Single,Blue,1,2,1,0.615,88,0.6,Existing Customer
M,2,Single,Silver,1,2,3,0.742,83,0.729,Existing Customer
F,1,Unknown,Blue,2,3,3,0.871,96,0.627,Existing Customer
F,5,Single,Blue,2,3,1,1.005,74,0.574,Attrited Customer
F,4,Unknown,Blue,2,2,1,0.604,84,0.787,Existing Customer
M,4,Married,Blue,2,3,1,0.727,83,0.804,Existing Customer
M,3,Married,Blue,1,3,2,0.983,42,0.5,Attrited Customer
M,3,Unknown,Blue,2,2,2,0.718,82,0.745,Existing Customer
M,4,Married,Blue,1,2,2,0.768,91,0.625,Existing Customer
M,4,Single,Blue,2,3,1,0.743,91,0.596,Existing Customer
M,0,Single,Blue,2,3,1,0.716,104,0.651,Existing Customer
M,5,Single,Blue,2,2,3,0.791,99,0.768,Existing Customer
M,5,Married,Blue,1,2,0,0.73,100,0.852,Existing Customer
M,2,Married,Blue,1,2,2,0.856,108,0.714,Existing Customer
M,2,Married,Blue,1,3,1,0.68,95,0.863,Existing Customer
M,1,Single,Blue,2,3,3,1.021,73,0.698,Attrited Customer
M,4,Married,Blue,4,3,3,1.043,60,0.875,Attrited Customer
F,4,Married,Silver,2,5,2,0.905,94,0.808,Existing Customer
M,5,Unknown,Blue,2,3,2,0.696,88,0.833,Existing Customer
F,3,Single,Gold,2,2,1,0.741,103,0.635,Existing Customer
F,4,Married,Blue,1,3,1,0.706,109,0.73,Existing Customer
M,3,Married,Blue,2,3,3,0.879,88,0.913,Existing Customer
M,2,Unknown,Silver,1,2,3,0.686,86,0.72,Existing Customer
F,3,Single,Gold,2,3,3,0.705,98,0.463,Existing Customer
F,1,Single,Blue,2,2,1,0.7,95,0.792,Existing Customer
M,4,Married,Blue,1,2,3,0.838,88,0.692,Existing Customer
M,4,Married,Blue,1,1,3,0.818,122,0.605,Existing Customer
M,2,Married,Blue,2,3,3,0.659,100,0.449,Existing Customer
M,1,Married,Blue,2,3,2,0.891,109,0.758,Existing Customer
F,3,Divorced,Blue,1,2,1,0.8,92,0.769,Existing Customer
M,2,Married,Blue,1,2,1,0.753,105,0.694,Existing Customer
M,2,Single,Blue,1,1,2,0.68,100,0.852,Existing Customer
M,1,Single,Blue,2,1,1,0.647,82,0.745,Existing Customer
M,4,Single,Gold,1,3,1,0.701,96,0.778,Existing Customer
F,2,Married,Blue,2,3,3,0.62,103,0.635,Existing Customer
F,4,Married,Blue,2,2,3,0.743,88,0.6,Existing Customer
M,1,Unknown,Gold,2,3,2,1.032,75,0.744,Attrited Customer
M,1,Married,Blue,2,3,2,0.8,101,0.578,Existing Customer
F,5,Single,Blue,1,3,1,0.729,100,0.852,Existing Customer
M,3,Single,Blue,2,1,1,0.798,100,0.695,Existing Customer
M,4,Married,Blue,2,1,3,0.748,90,0.636,Existing Customer
M,4,Married,Silver,1,3,3,0.702,103,0.746,Existing Customer
F,1,Single,Blue,2,1,2,0.723,97,0.644,Existing Customer
M,3,Married,Blue,1,3,1,0.716,85,0.545,Existing Customer
M,2,Single,Gold,1,2,3,0.588,85,0.635,Existing Customer
M,3,Married,Blue,1,3,1,0.817,99,0.768,Existing Customer
M,3,Divorced,Blue,1,3,3,0.589,99,0.597,Existing Customer
M,2,Married,Blue,1,1,3,0.925,94,0.808,Existing Customer
M,3,Married,Blue,2,3,1,0.65,113,0.766,Existing Customer
M,1,Single,Blue,1,3,1,0.72,112,0.697,Existing Customer
M,2,Married,Blue,6,3,4,1.032,52,0.625,Attrited Customer
M,4,Married,Blue,2,2,1,0.771,95,0.583,Existing Customer
M,4,Married,Blue,2,3,2,0.64,47,0.382,Attrited Customer
M,3,Unknown,Blue,2,1,2,0.87,93,0.755,Existing Customer
M,3,Married,Silver,2,1,2,0.855,106,0.631,Existing Customer
F,1,Single,Blue,1,3,3,0.595,99,0.678,Existing Customer
M,2,Single,Silver,2,1,3,0.852,94,0.843,Existing Customer
F,0,Single,Platinum,2,2,2,0.695,54,0.421,Attrited Customer
M,2,Married,Silver,2,1,1,0.67,100,0.562,Existing Customer
F,3,Single,Blue,2,2,3,0.939,105,0.694,Existing Customer
M,4,Married,Platinum,1,1,2,0.759,104,0.763,Existing Customer
M,2,Married,Blue,1,3,3,0.749,111,0.682,Existing Customer
M,2,Single,Gold,1,3,2,0.724,113,0.766,Existing Customer
M,0,Single,Blue,5,3,2,1.005,62,0.59,Attrited Customer
M,3,Married,Silver,1,2,1,0.814,97,0.702,Existing Customer
F,2,Divorced,Silver,2,2,2,0.83,104,0.763,Existing Customer
M,2,Single,Blue,1,1,0,0.827,101,0.656,Existing Customer
F,1,Single,Platinum,1,2,3,0.731,92,0.84,Existing Customer
F,0,Single,Silver,1,2,3,0.845,106,0.738,Existing Customer
M,4,Single,Blue,1,1,3,0.827,88,0.872,Existing Customer
M,2,Single,Silver,2,3,2,0.75,106,0.606,Existing Customer
F,4,Single,Blue,2,3,3,0.947,106,0.767,Existing Customer
F,2,Single,Gold,5,3,3,0.837,97,0.902,Existing Customer
F,2,Divorced,Silver,5,2,2,0.732,105,0.842,Existing Customer
F,4,Single,Blue,4,3,1,1.058,75,0.596,Attrited Customer
F,3,Married,Silver,2,2,2,0.688,97,0.865,Existing Customer
M,2,Married,Blue,2,3,2,1.036,68,0.659,Attrited Customer
F,2,Single,Blue,2,2,2,0.746,112,0.778,Existing Customer
M,2,Married,Silver,2,1,1,0.674,106,0.767,Existing Customer
M,4,Single,Silver,2,1,3,0.86,103,0.717,Existing Customer
F,1,Divorced,Silver,1,1,3,0.81,102,0.672,Existing Customer
M,1,Married,Blue,2,3,1,0.583,100,0.695,Existing Customer
M,1,Single,Blue,2,3,3,0.864,95,0.9,Existing Customer
M,2,Married,Blue,1,5,3,0.888,103,0.717,Existing Customer
F,3,Married,Blue,2,1,3,0.838,111,0.609,Existing Customer
M,4,Single,Silver,2,2,3,0.827,105,0.721,Existing Customer
F,4,Unknown,Blue,5,3,3,1.047,63,0.853,Attrited Customer
M,3,Married,Silver,1,1,1,0.752,99,0.65,Existing Customer
M,3,Single,Blue,5,3,2,0.975,56,0.647,Attrited Customer
M,1,Single,Blue,2,3,3,1.054,67,0.718,Attrited Customer
M,4,Unknown,Blue,2,2,2,0.946,58,0.758,Attrited Customer
F,2,Single,Platinum,2,3,3,0.98,65,0.711,Attrited Customer
F,0,Divorced,Silver,2,2,1,0.995,127,0.789,Existing Customer
M,4,Divorced,Blue,2,1,2,0.776,84,0.647,Existing Customer
M,0,Single,Blue,2,3,2,0.638,97,0.83,Existing Customer
F,2,Married,Blue,2,3,1,0.857,127,0.628,Existing Customer
M,2,Single,Gold,2,1,1,0.863,114,0.676,Existing Customer
M,1,Single,Blue,1,1,3,0.817,94,0.88,Existing Customer
M,3,Single,Silver,1,2,1,0.693,102,0.672,Existing Customer
M,1,Divorced,Blue,2,3,3,0.658,101,0.629,Existing Customer
M,0,Unknown,Blue,2,2,3,0.689,100,0.887,Existing Customer
F,3,Single,Blue,4,3,3,1.052,69,0.816,Attrited Customer
M,2,Married,Platinum,2,2,1,0.746,105,0.78,Existing Customer
M,3,Married,Blue,2,2,1,0.701,97,0.732,Existing Customer
M,0,Unknown,Blue,2,2,2,0.698,78,0.814,Existing Customer
F,3,Single,Silver,2,2,3,0.66,94,0.843,Existing Customer
F,3,Single,Silver,1,3,1,0.693,86,0.911,Existing Customer
M,3,Single,Blue,1,3,1,0.926,106,0.71,Existing Customer
F,5,Unknown,Blue,2,1,2,0.76,95,0.759,Existing Customer
M,2,Married,Blue,4,3,3,1.061,71,0.775,Attrited Customer
F,3,Married,Blue,6,2,2,0.991,78,0.66,Attrited Customer
M,2,Married,Blue,1,3,3,0.727,97,0.702,Existing Customer
F,3,Divorced,Blue,1,3,2,0.842,105,0.694,Existing Customer
F,1,Single,Blue,1,3,3,0.707,85,0.735,Existing Customer
M,2,Married,Blue,2,2,2,1.018,97,0.764,Existing Customer
M,2,Unknown,Blue,2,3,0,0.81,103,0.635,Existing Customer
F,3,Single,Platinum,2,3,2,0.887,93,0.632,Existing Customer
M,1,Married,Blue,1,3,3,1.022,96,0.846,Existing Customer
F,1,Single,Blue,1,2,1,1.054,72,0.674,Attrited Customer
F,4,Single,Blue,1,2,2,0.618,100,0.754,Existing Customer
F,4,Married,Blue,2,1,3,1.207,99,0.623,Existing Customer
F,2,Single,Blue,1,2,2,0.783,99,0.737,Existing Customer
F,4,Divorced,Blue,2,3,1,0.808,94,0.649,Existing Customer
F,3,Single,Blue,2,3,1,0.905,97,0.796,Existing Customer
M,2,Single,Blue,2,1,2,0.434,38,0.462,Attrited Customer
M,1,Single,Blue,1,2,2,0.175,51,0.645,Attrited Customer
F,4,Married,Blue,2,2,3,0.735,48,0.92,Attrited Customer
M,4,Married,Blue,2,2,3,0.747,90,0.837,Existing Customer
M,4,Single,Blue,2,2,3,0.655,113,0.687,Existing Customer
F,3,Married,Silver,1,2,2,0.756,103,0.746,Existing Customer
F,2,Single,Blue,1,3,3,0.759,104,0.857,Existing Customer
F,1,Single,Blue,4,3,3,0.494,54,0.862,Attrited Customer
F,2,Single,Blue,1,2,1,0.846,101,0.629,Existing Customer
M,2,Married,Blue,1,2,2,0.928,81,0.929,Attrited Customer
M,5,Unknown,Blue,1,3,1,0.919,114,0.583,Existing Customer
M,0,Single,Blue,1,1,1,0.739,124,0.699,Existing Customer
M,3,Single,Blue,2,2,1,0.945,100,0.786,Existing Customer
M,2,Married,Silver,2,2,3,0.891,96,0.778,Existing Customer
F,1,Single,Blue,4,2,2,0.344,42,0.4,Attrited Customer
F,0,Married,Blue,2,1,3,0.684,118,0.873,Existing Customer
F,5,Married,Silver,2,1,1,0.893,110,0.692,Existing Customer
F,5,Married,Silver,6,3,2,0.558,57,0.462,Attrited Customer
M,0,Divorced,Blue,2,1,1,0.98,104,0.733,Existing Customer
F,2,Single,Blue,1,1,2,0.917,127,0.716,Existing Customer
M,3,Divorced,Blue,1,3,1,0.738,104,0.552,Existing Customer
M,2,Single,Blue,5,3,4,0.835,85,0.977,Attrited Customer
F,1,Single,Silver,6,2,3,0.708,70,0.944,Attrited Customer
M,2,Single,Blue,1,3,1,0.908,59,0.903,Attrited Customer
F,2,Divorced,Blue,2,3,3,0.979,107,0.754,Existing Customer
F,3,Married,Blue,1,3,2,0.765,118,0.934,Existing Customer
M,1,Single,Silver,2,1,2,1,109,0.847,Existing Customer
F,4,Single,Silver,2,5,2,0.788,99,0.65,Existing Customer
M,3,Married,Blue,1,2,3,0.377,56,0.244,Attrited Customer
F,2,Divorced,Silver,1,3,2,0.684,106,0.893,Existing Customer
M,4,Single,Gold,1,2,1,0.615,97,0.764,Existing Customer
F,2,Married,Blue,5,2,2,0.685,71,0.821,Attrited Customer
F,2,Married,Blue,1,3,2,0.796,97,0.732,Existing Customer
F,2,Married,Blue,1,3,2,0.85,120,0.69,Existing Customer
F,3,Divorced,Blue,1,1,3,0.802,110,0.774,Existing Customer
M,0,Married,Blue,1,3,2,0.738,110,0.594,Existing Customer
M,2,Married,Blue,2,3,1,0.719,125,0.712,Existing Customer
M,3,Married,Blue,2,2,5,0.48,42,0.4,Attrited Customer
F,5,Married,Blue,1,2,2,0.784,120,0.846,Existing Customer
M,5,Married,Blue,1,3,3,0.745,100,0.852,Existing Customer
M,4,Unknown,Blue,1,3,1,0.725,97,0.796,Existing Customer
M,3,Single,Blue,2,5,3,0.86,121,0.571,Existing Customer
F,2,Married,Blue,2,1,2,0.801,122,0.821,Existing Customer
M,3,Married,Blue,2,2,2,0.783,104,0.625,Existing Customer
F,2,Married,Blue,2,5,3,0.791,91,0.978,Existing Customer
F,2,Married,Blue,1,2,2,0.727,110,0.803,Existing Customer
M,2,Single,Blue,2,3,2,0.714,117,0.746,Existing Customer
M,3,Married,Blue,2,2,2,0.862,117,0.857,Existing Customer
F,4,Single,Platinum,5,3,4,0.827,71,0.69,Attrited Customer
M,3,Single,Blue,2,3,2,0.848,96,0.714,Existing Customer
F,2,Married,Blue,1,1,3,0.743,113,0.687,Existing Customer
M,2,Divorced,Blue,2,1,1,0.879,101,0.656,Existing Customer
M,1,Unknown,Blue,1,1,2,0.583,65,0.548,Attrited Customer
M,3,Married,Silver,2,3,2,0.944,112,0.623,Existing Customer
M,2,Unknown,Blue,1,1,3,0.793,98,0.815,Existing Customer
M,3,Single,Silver,2,3,1,0.801,107,0.551,Existing Customer
F,3,Single,Silver,2,3,3,0.761,111,0.542,Existing Customer
M,2,Single,Blue,2,6,1,0.864,109,0.847,Existing Customer
F,3,Single,Blue,1,1,2,0.831,87,0.642,Existing Customer
F,3,Married,Blue,5,5,2,0.542,39,0.393,Attrited Customer
M,4,Divorced,Blue,2,3,2,0.969,63,0.75,Attrited Customer
F,1,Married,Silver,2,2,3,0.93,117,0.8,Existing Customer
F,0,Divorced,Blue,2,1,3,0.641,114,0.727,Existing Customer
F,4,Single,Blue,2,1,3,0.646,100,0.852,Existing Customer
F,4,Unknown,Blue,1,3,1,0.847,102,0.672,Existing Customer
M,1,Married,Blue,6,1,5,1.036,66,0.65,Attrited Customer
F,0,Single,Blue,6,3,3,0.394,40,0.429,Attrited Customer
M,2,Married,Blue,2,2,2,1.05,114,0.781,Existing Customer
F,3,Unknown,Blue,2,3,3,0.829,122,0.694,Existing Customer
M,2,Married,Blue,2,2,1,0.935,92,0.673,Existing Customer
M,4,Single,Blue,2,1,1,0.753,99,0.768,Existing Customer
F,4,Married,Silver,1,2,3,0.967,107,0.621,Existing Customer
M,2,Divorced,Blue,1,3,2,0.972,108,0.565,Existing Customer
M,0,Single,Blue,2,3,1,0.69,96,0.92,Existing Customer
M,0,Single,Blue,4,3,2,0.776,69,0.865,Attrited Customer
F,3,Married,Blue,1,1,3,0.944,126,0.826,Existing Customer
M,3,Married,Blue,2,3,2,1.022,77,0.833,Attrited Customer
F,3,Married,Blue,4,3,6,0.655,38,0.652,Attrited Customer
M,1,Single,Silver,2,3,1,0.942,134,0.654,Existing Customer
F,3,Married,Silver,2,2,1,0.811,113,0.687,Existing Customer
M,5,Single,Blue,1,1,3,0.938,99,0.65,Existing Customer
M,3,Unknown,Blue,1,4,3,0.741,103,0.776,Existing Customer
M,2,Divorced,Blue,2,2,3,0.955,103,0.585,Existing Customer
F,3,Married,Gold,6,3,2,0.943,67,0.811,Attrited Customer
F,4,Married,Blue,2,2,1,0.94,116,0.966,Existing Customer
M,4,Single,Blue,1,2,2,0.802,96,0.655,Existing Customer
M,3,Married,Silver,5,3,3,0.876,71,0.868,Attrited Customer
F,2,Married,Blue,1,2,2,0.715,101,0.772,Existing Customer
M,1,Married,Blue,6,2,1,0.872,61,0.525,Attrited Customer
M,2,Unknown,Blue,6,2,1,0.914,81,0.841,Attrited Customer
M,0,Single,Blue,1,3,3,0.961,103,0.746,Existing Customer
F,4,Married,Blue,2,3,6,0.896,75,0.667,Attrited Customer
M,0,Married,Blue,1,4,2,1.057,65,0.585,Attrited Customer
M,4,Single,Silver,2,3,6,0.434,53,0.828,Attrited Customer
F,3,Single,Blue,2,2,3,0.662,107,0.646,Existing Customer
F,0,Single,Blue,4,2,3,0.439,77,0.833,Attrited Customer
M,4,Single,Silver,6,4,2,1.004,65,0.548,Attrited Customer
M,5,Married,Blue,2,3,3,0.332,51,0.545,Attrited Customer
M,2,Single,Blue,2,1,1,0.734,96,0.6,Existing Customer
M,3,Single,Blue,2,3,2,0.862,92,0.804,Existing Customer
M,0,Single,Blue,1,1,3,0.878,116,0.758,Existing Customer
F,5,Divorced,Blue,2,1,3,0.691,119,0.725,Existing Customer
F,2,Single,Blue,1,1,1,0.864,104,0.891,Existing Customer
M,5,Married,Blue,2,3,1,0.922,112,0.778,Existing Customer
M,4,Single,Blue,2,2,3,0.88,95,0.9,Existing Customer
F,3,Single,Blue,4,3,2,0.262,44,0.375,Attrited Customer
M,4,Single,Blue,1,3,2,0.947,126,0.8,Existing Customer
M,3,Single,Silver,1,1,2,0.839,120,0.791,Existing Customer
F,2,Married,Blue,2,3,2,0.984,119,0.859,Existing Customer
M,0,Single,Blue,2,4,3,0.695,53,0.767,Attrited Customer
F,2,Married,Blue,2,4,2,0.862,66,1.062,Attrited Customer
M,3,Divorced,Blue,2,2,1,0.725,106,0.656,Existing Customer
M,5,Married,Silver,1,1,2,0.843,120,0.69,Existing Customer
M,1,Divorced,Blue,1,1,2,0.732,102,0.619,Existing Customer
M,2,Married,Blue,2,1,3,0.682,98,0.508,Existing Customer
F,5,Single,Blue,6,3,5,1.062,63,0.853,Attrited Customer
M,3,Single,Gold,1,1,3,0.779,120,0.875,Existing Customer
M,3,Single,Blue,1,3,1,0.829,102,0.925,Existing Customer
F,3,Married,Silver,1,1,2,0.875,124,0.797,Existing Customer
M,4,Single,Blue,1,2,3,0.915,104,0.733,Existing Customer
F,2,Married,Blue,1,3,3,0.706,97,1.064,Existing Customer
F,5,Married,Silver,1,1,2,0.915,124,0.676,Existing Customer
M,2,Single,Blue,2,2,2,0.703,120,0.739,Existing Customer
F,1,Single,Blue,2,3,2,0.84,127,0.649,Existing Customer
M,4,Married,Silver,2,3,2,0.663,129,0.72,Existing Customer
F,2,Married,Blue,1,1,1,0.727,94,0.593,Existing Customer
F,4,Single,Blue,2,1,2,0.89,131,0.819,Existing Customer
F,3,Unknown,Blue,2,3,2,0.993,118,0.573,Existing Customer
F,2,Unknown,Blue,2,2,1,0.877,100,0.695,Existing Customer
F,3,Divorced,Blue,1,3,2,0.876,116,0.841,Existing Customer
F,0,Married,Silver,1,2,3,1.08,121,0.833,Existing Customer
F,1,Single,Blue,4,3,6,0.976,80,0.778,Attrited Customer
F,1,Married,Blue,2,1,1,0.824,102,0.569,Existing Customer
M,0,Married,Blue,1,2,2,0.799,71,1.152,Attrited Customer
M,3,Married,Blue,1,2,3,0.578,131,0.819,Existing Customer
F,1,Single,Blue,2,2,3,0.631,105,0.81,Existing Customer
M,3,Single,Gold,2,2,2,0.844,96,0.846,Existing Customer
M,3,Married,Blue,1,3,1,1.025,110,0.746,Existing Customer
F,2,Single,Blue,2,2,1,0.645,124,0.797,Existing Customer
F,4,Married,Blue,2,1,2,0.73,124,0.722,Existing Customer
